,Text,Labelled_topic
1927,I like the packaging (individually wrapped) and the taste of the coffee.  Can't find a thing wrong with it.,5
1933,We drink a lot of iced tea in the summer and this is a nice change to put in the rotation so there is a little variety.,5
1934,"This is the best instant coffee I've ever tried. The aroma is rich and pure with a little caramelized flavor, no sour muddy tastes. I don't think it's pricey compare to other products and the quality I get. Absolutely worth every penny. The best drink to wake you up every morning! Don't hesitate, just try it!",5
1935,"This product makes a great cup of cofee, bold but not bitter, no bad after taste. The smell starts the experience  and the satisfied full flavor follows. I will buy this product as long as it is available !!",5
1937,"Bad tasting coffee, no aroma/baked, very dry, bitter, hard, harsh and unpleasant aftertaste of burnt charcoal. Not suitable for espresso and not creamy at all.",5
1940,"Some of the best coffee I've ever had. Smooth AND full of flavor. It does get a little bitter if you weaken it too much, but any coffee will.",5
1942,"The aroma is pleasant, and flavor is nice and smooth, but it is very, very weak.  I really wanted to like this one as there are very few available on subscribe and save, but I just cannot recommend it.  Even making smaller cups it is very weak.  I'm going to stick to Newman's Own Organics Extra Bold as my go to k-cup for now.",5
1949,"This coffee tastes great. I have tried Lavazza and other non organic brands, but the taste of this coffee is very good and the price is reasonable. I will purchase it again.",5
1952,Strong smooth velvety flavor.  Mahogany describes the color and the mood you get when drinking. Absolutely the best. I've found my favorite.,5
1960,This coffee has a rich flavor without any bitterness.  I usually do not like coffee made with dark beans because they are too strong for my taste but this coffee is great tasting.  I signed up for Amazon's subscribe and save service and ordered just one 32 oz bag to try it.  The 15% discount and free shipping with the subscribe service makes it a great bargain too!,5
1978,This is a knockout bold coffee. It is great cup at the 12oz setting with tons of flavor. Haven't tried it yet at the 16oz setting but assume it will still pack a flavor punch. Great deal in the 50 pack.,5
1983,With it's own typical strong taste.. Like Taster's Choice also but this one surely tastes better.. With little quantity you can make it taste from mild to strong..,5
1984,"After suffering from flu like symptoms for a week, I tried this tea with honey and it was not only delicious, but after using for a day... I feel so much better.",5
1986,"Price is good along with the taste.  I like the dark, rich flavor.  Sealed well when shipped and received it quickly.",5
2005,"The coffee is excellent, easy to order and always arrives in a short period of time.  Love the convienence and am about to enjoy a fresh cup this morning.  We used to have coffee made in a drip coffee pot but by the time we would have a second cup the coffee lost much of it's taste and at times tasted burnt.  Never happens with Keurig coffee.",5
2010,"I'm pretty new to the coffee scene, but I really like this roast. It is quite flavorful and rich. It was the first coffee I bought, I tried a few more and I came back to this.",5
2017,"I received this produce pretty fast, the packaging is really cute but the tea is tasteless. It is a mint tea but I cannot taste the mint at all. Disappointed, will not order again.",5
2018,This is a great Chai Tea.  It's very aromatic and flavorful but not overpowering strong like some can be.,5
2032,"Great price for a lot of creamer. Just a bit at a loss of what to do with a giant box of creamers! Was hoping they'd come packed a little differently, but it's not a big deal.",5
2034,"The initial aroma upon opening the package was decent, though subtle. Unfortunately, it quickly dissipated - I really couldn't smell anything after a minute, which I assume is due to it being pre-ground.  I brewed this coffee in a French press as well as in a drip brewer. Both results tasted flat and boring, although there was a decent amount of body - at least it was inoffensive. Perhaps a notch up from bad diner coffee. For about the same price, you could get better tasting fresher beans from a cafe or natural foods store.",5
2042,"Excellent tasting green tea for those who want to quit black tea or coffee.  I quit coffee cold turkey by substituting this tea.  I was up to 64 ounces of coffee a day. Now I drink 24 ounces of this tea daily. (three cups)  Yes, I feel a lot better! I have no desire for coffee anymore, but I do dabble with black tea. No longer do I have to trust others to serve me fresh coffee. Tea is always fresh, and you can carry a few envelopes of your favorite variety. Just add hot water.",5
2048,The taste of these teas are great. but i added honey to make it a little more sweet.,5
2058,I have run into Nonni's at the homes of various friends and never thought to try and get some for myself.  They are the perfect complement to my morning cup of coffee and give me a little pick-me-up without loading me up first thing in the morning.  Delicious!  Buy some!,5
2068,"First of all, I have owned a Keurig for about 4 years now, and I've tried lot's of coffee.  During that time, I have had an occasion k cup that didn't function correctly and loaded the brew with grounds.  I probably should have returned these before I bothered to open the second box.  Since I drink my coffee from a thermal cup, I can tell you that taking that last drink to find your mouth full of coffee grounds stinks.  I have had to throw out at least 6 cups of coffee.  Its a bit like Russian Roulette, and I've started straining it after I brew it.  I know that its not my brewer because it is not happening with the Green Mountain, Timothy's or Tully's that I also use.  The good cups are a bit weak for my taste, but the flavor is ok.  Definitely prefer not to waste $'s on a product with a manufacturing defect.",5
2071,"Twinings seem to have discontinued their apple-cinnamon flavor.  This tea is very similar; it's more apple than cinnamon flavored, but neither flavor is overwhelming.  It has a nice fruity tang to it without being acidic.",5
2072,This was not good. The flavor was lacking and barely came through unlike the Hint water -- which I really enjoy. I wanted this to be good and was so excited to get it but it just disappointed.,5
2074,"Was looking for a brand other than sense and came across Baronet, could not be more pleased.  Great flavor, rich and tasty each and every time.  Will reorder again that is for sure.",5
2079,"Maybe, I got a bad one.  It's very plain, nothing special in flavor.  I felt like I wasted my time and money. I will not buy this flavor again.",5
2088,I love this coffee it's my favorite so far I want to try them all. I don't like strong coffee and I hate bitter after taste coffee to me this is the perfect cup  of coffee. I'm not telling everyone to go out and buy it this is my own opinion.,5
2107,"A LITTLE EXPENSIVE CONSIDERING ITS MAXWELL HOUSE.  BUT ITS BETTER THAN STARBUCKS, FRESH AND I WILL BUY AGAIN. FOR 1 CUP/PERSON ITS IDEAL.",5
2114,We like our coffee fresh and strong and this product fills the bill. Delivered fresh and full flavored.,5
2116,"This coffee tastes very flavorful and is not too strong, but I have to say it almost ruined my months' old Keurig Personal Brewer. The coffee is ground so finely that when the K-Cups are punctured by the needles (top and bottom), it gets packed into the needles and also sifts out through the holes made by the needles, going into the coffee cup creating a very nasty ""sludge"" in the bottom of each cup. I purchased a pack of 2 (48 K-Cups) and didn't even use one full pack. I do not recommend this brand or blend. It is a waste of money, which is something I couldn't really afford at this time. I sent a letter of complaint to the Wolfgang Puck company and, except for a ""cookie cutter"" letter acknowledging receipt of my comment, I have not received any further contact from them.",5
2125,"Tastes just like regular black tea only a little weaker. Don't get it if you expect it to actually taste like raspberries. I bought 6 boxes to use in the first half of my menstrual cycle for building a good uterine lining. It's organic, good tasting, and has health benefits without the caffeine. Can't go wrong!",5
2136,"This is my favorite tea, but I was having trouble finding it in stores. When I looked here they had 40% off and free shipping so I stocked up.",5
2138,I was expecting a plain old cup of coffee when I popped this into the Keurig; Imagine my surprise when it turned out to be a party in my mouth.  This coffee was delicious.  I will definitely buy this again.,5
2142,"For product to work properly (IMHO) you need coffee ground as fine as possible. Once filter has been inserted, plave carefully leveled measure of coffee in it. Manuever lid into place, then press down on center-STEADILY- w/ thumb.  Plan to use no more than 6 Oz. of water for your cup.  Removal of used cup from machine is occasional problem. (Jiggle it and it will generally loosen up.)",5
2146,"Great tea.  Wonderful, mellow flavor.  You won't regret buying this tea.  Fantastic buy!",5
2157,best big train flavor out there! and price is way cheaper than finding these packets locally at a coffee shop.,5
2159,Newman's Own Special Blend Extra Bold is a great tasting coffee for any time of day.  It's flavor stands out even with cream.  I like strong bold coffee and this is my favorite every day general use coffee.,5
2161,"My girlfriend uses this product in her coffee to ""disguise"" the coffee taste.  Instead of using sugar, she adds half a package and some milk.  She loves it!  It tastes great on its own too.",5
2164,"As we sample many flavors of k-cups from Amazon.com, a few stand out and Timothy's World Coffee, Italian Blend stood out. It has a fantastic flavor. Rich and delicious. I recommended it to one of my co-workers and they enjoyed it as well. This will be one of my stock items from now on.",5
2167,"I got this tea thinking it would be a nice tea reminiscent of the kind of hot cider drink you might get from a coffee shop.  What I got was a rather unpleasant experience.  When I first opened the box at work, my co-workers said this tea smelled like the cinnamon chewing gum ""Big Red"".  When I got to the first sip I encountered the sweet flavor of the apples before I was quickly overwhelmed by the very bitter taste of cinnamon.  It felt like two siblings who were not on good terms with each other.  Face-scrunching ensued.  I will not be finishing this box.",5
2188,"If you like green tea that brews for 2 minutes max and you do not ""stew"" your tea by just leaving the bag in until the tea is bitter, this is the tea for you! Of course, it can be done that way, but IF you have refined tea taste, then you will like this tea. I, personally, love the taste of a good green tea. I am so glad to find this brand available online. No one sells it in my area.",5
2191,This most definitely is a green tea of superior quality. It is economical in that its yield is a bit stronger than average - one needn't double up bags to get a decent flavour.,5
2198,"Tried a new coffee recently and have to say that Emerils Gourmet Coffee was just what I expected, a dark bold flavor that I love.",5
2201,"Espresso pods are a no-fuss, no-muss way to go. I use the MyPressi espresso maker, which I love, and pods make clean-up a snap. The Lucaffe mixed case includes two SKUs. I kind of wish there's been more, but both are so tasty I can't complain. They also arrived loose in a box, which was surprising for me, but not a particular problem. Five stars because both my ""complaints"" are trivial and are irrelevant to the quality of the product.",5
2203,"I purchased the Cafe Mocha when Amazon was having a sale on the pack of 3, otherwise, the regular price is much to expensive and not worth it.  The mocha was good, but a bit too sweet for my taste, so I mixed it with a small (espresso shot) k-cup of regular coffee, which made it taste like a mocha from Starbucks. You can also get the same taste if you use a k-cup of hot chocolate and combine it with a k-cup of regular or decaf coffee... and it will still be less costly than the Cafe Escapes at regular price.  All in all, I'm happy with the product and would continue to buy, if only the price was better.",5
2215,"Wolfgang Puck's ""Breakfast in Bed"" is a much more flavorful and robust medium roast than this one.",5
2224,"I don't know if this product tastes exactly like the thai tea in the restaurants, nor do I know if I'm brewing the tea exactly the way they do. But, it tastes very good, and I look forward to drinking it. It's a personal treat. It is best served with regular half and half. Not milk or fat free half and half. I brew it using my coffee maker. I put the filter paper, just as if I were about to brew some coffee. I use my judgement with the amount of tea to water ratio. And i can now visualize the amount I need for a specific strength. All in all, it's a good product. Only had a problem with the shipping. I live in NYC. And will perhaps search for this product in China town next time. But until then, I have two bags to keep me busy.",5
2226,i love ordering on line esp from amazon>> just as i am about to run out of coffee i get a email re special deals and i simply order and in a day the products are shipped this coffee is fantastic try it also donut shop is great,5
2232,I just got my coffee the other day. It taste as good as it sounds. I love it. Would recommend all to try it.,5
2233,"Hands down, by far the absolute worst tasting tea I have ever had.... and I have ALLOT! I am an avid tea drinker and I just can't get it down. The benefits are supposed to be amazing so I'll keep it around to water down and sugar up but wow it's bad. So strong too, tastes like dirt (*that's been pissed on in the woods).",5
2238,"I bought this tea to try something new (I was tired of ordinary bergamote teas), and now I've ordered it again. Great taste, nice can.",5
2239,"I got the sampler pack, and was, in general, very happy with the coffees. I generally prefer my coffee on the intense side (no, not burnt, but with a lot of flavor), so I found the Corner Donut Shop to be too mild for my taste, but Cyclone was much more in line with my preferences.  The coffee was all really fresh for a K-Cup. I found the ones marked Extra Bold to have the right amount of taste, while the regulars were passable.  Now that I've sampled the variety, I'm ready to move on to the specific blends that match my palate.",5
2246,"I love all the Dolce Gusto milky coffees, but this is my favorite.  Pricewise and tastewise, this beats the expensive coffee shops any day.",5
2247,"they decided to ship both my order in ONE HUGE box of 24 cans instead of 12 green beans in one box, 12 corn in another and i was barely able to get this inside my house.  then every single can of green beans was dented and 3 cans of corn were dented",5
2256,"I was introduced to Kilambe coffee by a friend and immediately i tasted quality. It is now part of my special collection along with my Vietnamese coffee used only on weekends, special occasions, or having guests over. If you enjoy a dark, bold taste with the slightest scent chocolate and a fruity feel from mother nature at high altitude, Kilambe is for you.",5
2274,This is about as good a cup of coffee as you can get.  Single serving is great and although it may cost more per pound it saves money in the long run because you don't throw any away.  Always hot and always fresh.  With scheduled deliveries I never run out.  I strongly recommend it.,5
2279,"great taste, good price... Always looking for some flavor to add to my tea muixture, this works better than most of the ones I've tried",5
2283,This is a great tasting cup of coffee even though a little strong  for some.  My only complaint is the price. I drink several cups of coffee a day and this is cost prohibitive for me.,5
2287,"Just tried my first cup and it's as good as the restaurant stuff I typically pay a premium for ($3 for 8-12oz with ice). I'm loving it!  Update: I tried the Pantainorasingh brand, which is not nearly as good as this brand. Sadly, I may end up throwing away the other brand even though I hate to be wasteful. The taste is very different.",5
2288,This is the most expensive water I've seen. Who are they marketing to...lottery winners only? Nobody should pay this much.,5
2303,"Thought this might be a nice alternative to use with my favorite coffee, but was sadly disappointed.  It leaked all over - no matter what we tried and the coffee was weak, machine clogged with most attempts and water wouldn't brew thru.  At times the cup even melted a little - leaving a nasty taste in the coffee.  Go with the greener alternative and try the ekobrew - much better results and no waste.",5
2308,"This tea tastes even better with some milk and honey. By itself, it's better than average.",5
2322,"This is a very nice, full bodied coffee with a very delicious taste.  It's a nice favored coffee to wake up to in the morning.  I would reccommend this coffee to a person who likes a medium strength and blend coffee.",5
2325,"The first thing I would like to say is that the bottom of the k cup is a mesh not plastic but it still goes in my keurig machine just like a regular plastic bottom k cup. I don't understand what the fuss is all about.  It does look a little different from what you may be used to seeing, but works just the same. Now as to the taste of the coffee, I think that it is a full body flavor. If I want a strong taste I brew regular size amd if I wish to have a milder flavor I will brew the largest cup size, I have the best of both worlds. I immediately went on subscribe and save.  I order 5 boxes at a time.  Love the flavor of this coffee.  Now to my complaint. I notice today that the price of each box has increased approximately $2.54 a box and that is within about three weeks time. Now I really love the convenience of my Keurig, however eventually the price of the k cups will reach a price that will cause me to say NO MORE. That time is approaching quickly. This brand started out to be more reasonable than most, but with this price jump in the last three weeks I am afraid they (the company) will soon be way overpriced as are the other brands.  Again I will say I do love the flavor of this coffee. Did I mention my husband likes it as well and he normally does not like decaf coffee.",5
2338,I love these K cups they have a nice tea taste. They are cheaper than other places. I love them cold too.,5
2344,This French Roast is by far my favorite. I like a strong tasting coffee. I also like the new packaging but I am glad that I didn't buy a Keurig K-Cup holder. The way this coffee is packaged you will have to put it in a covered container. This type of K-Cup recycles better too.,5
2345,This gum is wonderful.  A little expensive and cost prohibative for people that chew alot of gum. No after taste.  I hope they bring the price down and come up with more flavors.,5
2353,"The price is great and the teas are individually wrapped which is a plus since the exterior box of mine was torn and tapped in places.  Haven't tired them yet, but the box says not to use them in more than 3 cups of water.",5
2365,"I'm not a ""tea snob"" and this tea taste GREAT!. Came fresh and packaged well and at a MUCH better price then the local tea shop and health food stores!",5
2369,"This tea was not what I expected.  I love cinnamon tea and was very disappointed with this product.  The tea does not have a strong cinnamon flavor which I enjoy.  This tea has a stronger Rooibos flavor than cinnamon flavor.  Furthermore, I found that the product description does not give a full list of the tea's ingredients.  The ingredients listed on the box include:  Cinnamon, Licorice Root, Orange Peel, Indian Sarsaparilla, Chicory Root, Rooibos, Natural Flavors, Star Anise, Almond Extract and Locorice Extract",5
2374,I usually drink green tea and have used this tea during the summer for iced tea and love the taste.  Very refreshing and prefer this over the store bran green tea.,5
2379,"I was surprised at how good this tasted.  It's sweet and you can really taste the pineapple.  It also has only 10 calories per 16oz serving (better than soda) and it mixes well in water.  The tea also doesn't have that strong instant tea after taste.  I would definately, buy this again.",5
2383,"I've been told that the refrigerator of the future will have herb/vegetable/salad bins inside to grow vegetables and I thought the Prepara Herb Savor Pod looked like the perfect precursor. Wrong. The detachable bottom comes loose continually and leaks water everywhere. Similarly, the plastic plug at the back does NOT hold. A good idea, a nice-looking product, but poorly executed. Refrain from purchasing -- plastic bags are MUCH, much better.",5
2384,"My 12 year old loves to make a cup of this before school every morning. The cocoa tastes wonderful and brews up nice. We add a splash of milk to cool it off and it's so good. I don't taste anything artificial, in fact the quality is great. We will bring this camping for the younger kids. With the powders we always had clumps, this brews a great cup every time and tastes like the expensive coffee shop stuff!",5
2402,"A friend introduced me this Good Earth Tea, which I found very flavorful the first time I tried it. I was glad to find that I could buy the tea on Amazon, and have now given it as a present to another tea lover.",5
2406,"I was originally using the ""Morning Blend"", which had a good taste, but I think this blend is smoother.  Also, the price is a little less, so it's a win/win situation.",5
2409,"I enjoyed these k-cups when I used them. They tasted pretty good. However, I quickly noticed that my Keurig brewer began to have problems after I started using these and other Grove Square k-cups. Even when I would brew other cups, I would get half-brewed cups of coffee, smaller cups, and other issues. I cleaned the brewer, following all the instructions and tips in the manual. The issues came up again as soon as I used these k-cups. What I discovered is that the Grove Square k-cups were gunking up my brewer badly. I had to clean out every part of the brewer completely, including the brewer basket area, the water reservoir, and the internal mechanism. After completing the entire cleaning process two more times my brewer got back to normal. I won't order any Grove Square products again.",5
2417,i first tasted this coffe at a casino and was delighted with the wonderful taste. it has good flavor and is very affordable  i highly recommend it,5
2423,"With both a stomach problem and a love of coffee, I thought this would be a great solution. I was wrong. I just didn't care for the taste. I recommend trying some low acid coffee once somewhere you can get a small cup before purchasing a 10-pack of bags for home brew. :(",5
2425,"This k-cup is one of my favorites along with Coffee People's Jet Fuel and Black Tiger.  If you like a strong, rich coffee, this will fit the bill.",5
2427,"What is better than caffeine and sugar? This product blends great coffee, sugar, and cream to produce a little cup of paradise.",5
2429,"If Keurig brewers were evaluated by this particular K-Cup, Keurig would be out of business. Wolfgang Puck - French Roast Melange Francais is inexcusably terrible coffee. Aroma hints of singed oak leave and the top note is simply bitter.  Mid taste is like the bottom ounces of a days old Kwiki-Mart carafe.  Mouth feel is harsh and leaves an appalling coating. The after taste leads one to immediately brush ones teeth.  I simply couldn't believe my Keurig was capable of making such a bad cup of coffee, so I tried again a week later with same results. I use average-to-good filtered water and have no problems with other brands like Green Mountain, Tulleys, nor Emeril's. Everyone I know that has a Keurig learned of it via word of mouth or a shared cup. Usually the results are stunning, and the Keurig invasion lives on.  When I share I'll stick with offering The Coffee Peoples' Black Tiger or Jet Fuel. Now I have 22 more WP/FR K-cups sitting in the bottom draw of my china cabinet to get rid of. Let me know if you want them, as I'd be embarrassed to even give them away.  Sorry Wolfgang, but what the Puck - your French Roast is unpardonably horrible, and at K-cup prices I'll not be duped again. I'll stay away from any of the other WP offerings.",5
2433,"My husband uses all of these favors in his coffee drinks; it is hard to pick a favorite because they all taste so rich and flavorful. They are in plastic bottles, wrapped up nice and sent quickly. My husband scoffed when I originally bought this pack, but once it arrived (the next day, love amazon!) He thought I was a genius! With two vanillas (regular and French) hazelnut, peppermint, caramel, and raspberry it's a great selection for a great price. Highly recommended.",5
2435,"Not bad.  This tea does not taste like an oolong tea.  I'm sure if they say it's oolong, then it probably is an oolong, but it really tastes more like a green tea.  It's also very mildly flavored.  I find it benefits from a longer brew time than recommended.  There's certainly no bitterness upon over brewing this tea as there would be with a black tea, and the slight floral flavor and fragrance seems to be enhanced rather than harmed by this.  The flower bloom is durable: I put an unfinished pot in the refrigerator overnight to try it as iced tea, and the flower survived perfectly well without disintegrating.  If anything, the tea benefited from the additional overnight brew.  Served cold, the flavor comes out even more if you're partial to iced tea.  The flower arrangement upon brewing is pretty--nowhere near as pretty or as perfect as the pictures that Numi shows on their website, and it's as likely to bloom lopsided as it is to flower right side up.  Some of them even bloom upside down.  Don't expect perfection and you'll be pleased with it.",5
2441,"I love this pumpkin coffee, it tastes and smells great.  Not too much flavor, and it doesn't taste too artificially flavored",5
2444,"If you like black tea, this is excellent.  I bought it because I tried it at Bigby coffee and loved it.  It is worth the price.",5
2450,"Not to sweet, not too bitter. The blueberry is not overbearing, but yet you know it's there.  Overall, I like it.",5
2452,"Gloia Jeans Butter Toffee coffee has a great taste. The smell of the aroma as the coffee brews starts an enjoyable experience. Sit back, relax and enjoy a cup!",5
2467,"I've been drinking peppermint tea for about 25 year. In fact my family used to grow and harvest peppermint tea from our own patch. To me, this tea tastes great, and has a good minty kick to it. I'd certainly purchase this again. I use a little mesh tea ball infuser and pack it full regardless of the size cup I use. At this moment I am drinking a 20oz cup and the strength is good. I declare this a phenomenal value!",5
2470,Works great in my iced tea brewing machine that I use in my concession trailer. Tastes great! Customers cannot believe that we use Lipton tea & not some cheap off brand like almost every concession stand uses. We only serve our customers the best!!,5
2472,"I drink lots of tea, and I must say that this is a pretty enjoyable variety. The flavor is deep and hearty, and creates a nice dark brew. My parents thought that it was a bit 'too strong', but I think that it is right-on (although one teabag can be used to make several perfectly good cups of tea). If you're looking to try something new, I would definitely recommend that you give this a shot.  It didn't totally blow me away, so I can't give it 5 stars - some loose tea (not in bags) that I have tried has been more flavorful, so that's why this gets a solid 4.",5
2474,Purchased my first Keurig brewer after using a regular machine. Quick and easy in the morning and the Emeril coffee tastes great.,5
2477,"This tastes like a tropical cocktail... all it needs is the alcohol (didn't try adding that).  The mango flavor is pungent and if you like that flavor, you will like this tea.  Very enjoyable taste.",5
2479,"I love ginger, especially the crystalized ginger candy and this beverage tasted just like those candies to me.  I tried it hot and cold.  I love it both ways, but maybe the cold a bit more. How nice it would be to take some of these packets on any type of trip that would get me sick from motion sickness.  It tastes so good, that I'd drink it just because, but to know it's good for my digestion makes it all the better.  If you like the taste of ginger, you'll love this drink.  Tastes so natural and good.",5
2495,"This is fine. It's just not all that.  Perhaps if I had special equipment that would make it without getting little floaties in my cup, I would have given it more stars. (I used a fine mesh strainer and poured the boiling water through twice). And perhaps if I didn't get an unimaginable headache a half hour or so after drinking it...I might have gone for three stars. (Unsure whether this caused the headache--I have to try it one more time). But, the end result tasted like tea...nothing special and at 11.70 per bag--uh, I'd rather go for Celestial Seasonings if I want some caffeine-free tea-beverage-drink.  SO if you have an espresso machine and want to branch out into tea, this might be for you--otherwise go for some loose-leaf and steep the hell out of it.",5
2498,"I love this coffee. I've been drinking Eight O'Clock for years until I tried Cameron's Southern Pecan, which is much better. It has a definite nutty flavor, the pecan flavor itself more subtle, but definitely detectable. A little chocolaty flavor adds to it to make a rich but not bitter taste if brewed right. I find that 2 level tablespoons to 6 oz. of water is about right, but I make mine slightly stronger. Anything less than 2 tablespoons to 6 oz. and it'll taste like average store-bought. It's just got a wonderful warm flavor. I just make enough for 2 cups in the morning, grinding enough beans for 3 days so it doesn't lose flavor. Great stuff!",5
2503,"I have had to cut back on caffeine recently because of heart palpitations that seemed to be made worse by all the coffee I drink (5 cups a day, maybe.) So I am mixing 1/3 Melitta Colombian and 2/3 decaf. I substituted this for the other decaf I have been drinking and found that it has a rich smooth taste. Very little to none of the burnt taste that decaf often has. The price on amazon makes it a pretty good buy as well. I don't care for the packaging, however. I couldn't get it open without cutting the top, and then I had to transfer it to an old coffee can to store it, with all the mess that that entails. If it were in a can, I would be more inclined to buy it. But the taste for a decaf is quite good.",5
2512,"After reading about Yerba Mate in Eat This, Not That I had to try it.  It is a great tasting tea for any tea lover to add to their flavor selection.",5
2531,"When I got my Keurig I fell in love. I bought a bunch of different sample packs and two boxes of the grove square hot cocoa. I'm a bit of a hot cocoa nut, partially because I can't have caffeine, and partially because it brings back wonderful memories of playing in the snow and the fun of warming up afterwards. I really wanted to love this hot cocoa. I tried all three flavors multiple times, in different ways. I tried them on the different cup sizes, adding things, etc. There's just this strange taste to them that doesn't sit well on the tongue. I'm not sure what it is, but it has a faint ring of sour milk. It really lingers, and I haven't found anything that takes the taste away. I'm going to give my second box to a friend, she doesn't seem to notice it. My daughter and husband both said it tasted weird, so it's not just me. I also took it to a friend's house and have tried them in three different Keurig machines, JUST to make sure mine didn't need to be descaled. So I guess my suggestion is to try it before you go for the multiple boxes.",5
2545,I shared this with my daughter and her family.  We enjoy the smooth mellow taste. Good hot or cold.  We enjoy high quality speciality loose teas and this is equal to Tevanas.,5
2554,"It's tasty although they say ""a medley of oranges mingled with piquant leaves."" I also enjoy it because it's caffeine free, good for chilly nights.",5
2559,I was in a hurry and did not read the reviews...I trusted amazon's description and it did NOT indicate it was flavored coffee and that it was NOT Jamaican...it is very lightly flavored with vanilla so it isnt too bad. I feel cheated.,5
2561,This has been the best tasting Stevia I have tried.  I also think this is a better value than some of the others.  I really like not having to open all the packets when I make a gallon of Tea.,5
2562,"I use to grab my coffees at local stores, now do all my coffee shopping here, because of price and quanity, my wife loves the flavor of this coffee and swears by it. I bought the Kurig and have to say for time saving, and convience it's the best out there. It's also the only one that allows you to brew your on blends. Also try Paul Newmans organic blend, that's my brew.",5
2565,I love this coffee!  It has very good flavor for decaf.  I have been looking for a good decaf coffee because i've been trying to give up caffeine - and this is the best one I have found so far.,5
2569,"I am usually not the biggest fan of green teas, but this is really, really good. It has a third of the caffeine as an 8 ounce coffee with lemongrass, spearmint, passion fruit, and plum flavors. I was an instant fan, and the fact that it is healthy for your immune and digestive system are added bonuses.",5
2570,"This is really good price for loose leaf earl grey tea! It smells wonderful and tastes great too. The quality is definitely comparable with Teavana and other more expensive loose leaf tea, but only costs 1/4 as much.",5
2591,I received this product as part of the Amazon Vine Program.  Excellent taste and wonderful to take with you. I get just order some hot water at any restaurant and bring my own pack.,5
2594,I bought this on a Fri. sale. At 50 cents a kcup it was a nice deal and it's definitely one of the better green mountain flavors.,5
2599,"After trying many of the other hot cocoa k-cup options, I find that the Grove Square product tastes the best.  For my personal taste, I find that brewing on the medium cup size setting creates the best taste.  Just add minature marshmellows and it is a great treat.  However, this is not hot chocolate, which may be a turn off for some tasters.",5
2600,"My three-year-old loves these. They always come quickly, they're crunchy, sweet (but not overly sweet), and delicious. I will be ordering these many more times.",5
2610,"Marley Coffee One love Organic is dark, rich and flavorful with good mouth feel and a medium roundness of tone. Not bitter, but there seems to be almost a salty undertone to it, that does speak of Jamaica and Blue Mountain although the label does not claim it is Blue Mountain coffee. These packets are about one normal scoopful, and can be used in single serving coffee makers but I put one in my 2-4 cup espresso machine and it was fantastic.",5
2612,"Tazo Sweet Cinnamon Spice Tea is a very tasteful tea with no unpleasant after taste. I am not sure what a person can say about tea, but this flavor is one of the best I have ever had. It makes great hot tea or iced tea. It's pleasant flavor is a treat all by itself and is excellent without any sweetener.  Some teas leave a bitter or strange after taste but this tea does not. Every cup is very special. Even if you leave the tea bag in your cup for a long time, it never gets bitter. Wonderful product! Tazo Sweet Cinnamon Spice Herbal Infusion Tea, Caffeine Free, 20-Count Tea Bags (Pack of 6)",5
2617,"As others have said, this is REALLY MILD in flavor!  The instructions call for 1 packet per 16 oz. of water.  There are 6 packets per box.  I decided to give it a try as I am basically lazy and wanted some (unsweetened; unlemoned) iced tea that I could make on a moment's whim.  I started with 1 packet per 16 oz of water; then 2 packets per 16 oz of water and got SOME flavor.  Now I'm using 3 packets per 16 oz. of water.  (I placed a fairly large order so I could experiment with it AND have it throughout the fall and winter.)  Since I'm using triple the amount of product in order to get some flavor, I will probably not order this item again.",5
2618,"This was a gift to our son-in-law and from what I understand, he really enjoyed it -- rich, full-bodied flavor.",5
2621,"I am definitely not a coffee connoisseur, but this stuff is bad.  It is a disappointment because I expected a Wolfgang Puck product to have more ""class.""  This tastes artificial and it can't stand alone without tons of cream and sweetener.  Will not buy again!",5
2622,"I was very disappointed.  I love good cider, having grown up and gone to the mill each year.  I like most grocery store cider as well.  This stuff was really bad, tasted to me like raw chemicals.  Went through 4 or 5 people who spit it out directly.  Not my machine, they liked the tea and coffee and even ran hot water between to see if that was it.",5
2628,This coffee tastes so nasty I can't even drink it. It's disgusting. I can't believe anything this bitter is acid free. I actually threw away two bags.,5
2629,A bit pricey but has a Great taste. Love it in my tea and I use it in my deep conditioners for my hair.,5
2638,"I ordered two boxes and the K-Cups are less than half filled with coffee, Sounds more like little maracas. Also leaves grounds at the bottom of cup. Apparently there is not a return policy for these K-Cups. Very bummed out.",5
2640,"If you want 100% Kopi Luwak, this is a good method to acquire some in a relatively cheap manner. It's not as good as some of the stuff I've had, but it's definitely in that special class that Kopi Luwak belongs in. I've served this for guest, given it as gifts, and enjoyed it on special occasions. I've made it in French press, drip, and in one special instance Espresso!  To truly enjoy it, use about 8 grams of beans per 7 ounces of hot water used to brew. This is the appropriate ratios. Serve black, no cream or sugar as this will ruin your treat. This bean isn't for everyone, but don't worry! It's not an acquired taste, its just a different taste :-)  Product arrived fast thank to prime, fresh as I wanted, and the beans tasted just like they do when I buy them locally from Rao's Bakery here in TX (same beans same company).",5
2642,"Excellent fine ground coffee that easily bests more well-known brands, it is aromatic and tasty without bitterness. For the price (currently about $5 for 12oz can on an Amazon subscription) you can't beat it.",5
2644,"This coffee has a rich flavor and nice body without any bitterness, no matter what kind of machine you use. I enjoy it at all  ties of day but especially in the afternoon or after a good meal. Exceptional depth. I love my Illy coffee.",5
